dis_no,year,seq,glide,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,event_name,country,iso,region,continent,location,origin,associated_dis,associated_dis2,ofda_response,appeal,declaration,aid_contribution_thousand_usd,dis_mag_value,dis_mag_scale,latitude,longitude,local_time,river_basin,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,no_injured,no_affected,no_homeless,total_affected,reconstruction_costs_thousand_usd,reconstruction_costs_adjusted_thousand_usd,insured_damages_thousand_usd,insured_damages_adjusted_thousand_usd,total_damages_thousand_usd,total_damages_adjusted_thousand_usd,cpi,adm_level,admin1_code,admin2_code,geo_locations
1987-0316-CHE,1987,0316,,Natural,Hydrological,Flood,,,,Switzerland,CHE,Western Europe,Europe,"Berne, Lucerne, Schwyz, Uri, Thurgovie, Vaud, Neuchâtel, Grisons, Jura",,,,,No,No,,,Km2,,,,,1987,7,,1987,7,,,,,,,,,34700,82752,,,41.9327356221299,,,,
1987-0346-CHE,1987,0346,,Natural,Meteorological,Storm,,,,Switzerland,CHE,Western Europe,Europe,"Grisons, Tessin",,,,,,,,,Kph,,,,,1987,7,6,1987,7,6,1,,,,,,,,,138900,331245,41.9327356221299,,,,
1987-0192-FRA,1987,0192,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,"Bretagne, Normandie",,,,,,,,200,Kph,,,,,1987,10,16,1987,10,16,4,,,,,,,,,1700000,4054112,41.9327356221299,,,,
1987-0395-FRA,1987,0395,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,Grand-Bornand,,,,,,,,,Km2,,,,,1987,7,14,1987,7,14,23,,,,,,,,,,,41.9327356221299,,,,
1988-0693-CHE,1988,0693,,Natural,Hydrological,Landslide,Avalanche,,,Switzerland,CHE,Western Europe,Europe,,,,,,,,,,,,,,,1988,,,1988,,,,,2000,,2000,,,,,,,43.6426415919528,,,,
1988-0139-DFR,1988,0139,,Natural,Hydrological,Flood,Riverine flood,,,Germany Fed Rep,DFR,Western Europe,Europe,Bavaria,,,,,,,,,Km2,,,,,1988,3,26,1988,3,26,6,,3500,,3500,,,,,,,43.6426415919528,,,,
1988-0698-FRA,1988,0698,,Natural,Hydrological,Flood,Flash flood,,,France,FRA,Western Europe,Europe,Nimes (Gard),Brief torrential rains,,,,No,No,,710,Km2,,,,,1988,10,3,1988,10,3,10,,300,,300,,,,,5e+05,1145669,43.6426415919528,,,,
1983-0375-LUX,1983,0375,,Natural,Hydrological,Flood,,,,Luxembourg,LUX,Western Europe,Europe,Moselle Valley,,,,,,,,,Km2,,,,,1983,4,13,1983,4,13,,,,,,,,,,,,36.7568773234201,,,,
1984-0246-NLD,1984,0246,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Netherlands (the),NLD,Western Europe,Europe,,,,,,,,,,Kph,,,,,1984,11,21,1984,11,21,,,,,,,,,,,,38.3376251913405,,,,
1985-0178-NLD,1985,0178,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Netherlands (the),NLD,Western Europe,Europe,,,,,,,,,,Kph,,,,,1985,8,,1985,8,,,,,,,,,,,,,39.696934178876,,,,
1986-0148-NLD,1986,0148,,Natural,Meteorological,Storm,,,,Netherlands (the),NLD,Western Europe,Europe,,,,,,,,,151,Kph,,,,,1986,10,20,1986,10,20,,,,,,,,,,,,40.4504089219331,,,,
1990-0361-AUT,1990,0361,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Austria,AUT,Western Europe,Europe,,,Hail,,,No,No,,,Kph,,,,,1990,5,22,1990,5,22,,,,,,,,28200,58483,,,48.2187972884321,,,,
1990-0376-AUT,1990,0376,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Austria,AUT,Western Europe,Europe,,,,,,,,,,Kph,,,,,1990,7,1,1990,7,1,,,,,,,,37700,78185,,,48.2187972884321,,,,
1990-0721-AUT,1990,0721,,Natural,Meteorological,Storm,,,Ottilie and Polly,Austria,AUT,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,13,1990,2,15,,,,,,,,,,10000,20739,48.2187972884321,,,,
1990-0722-AUT,1990,0722,,Natural,Meteorological,Storm,,,Vivian,Austria,AUT,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,25,1990,2,27,,,,,,,,80000,165910,120000,248866,48.2187972884321,,,,
1990-0723-AUT,1990,0723,,Natural,Meteorological,Storm,,,Wiebke,Austria,AUT,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,28,1990,3,1,3,,,,,,,80000,165910,120000,248866,48.2187972884321,,,,
1990-0717-BEL,1990,0717,,Natural,Meteorological,Storm,,,Daria,Belgium,BEL,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,1,25,1990,1,26,10,,,,,,,250000,518470,350000,725858,48.2187972884321,,,,
1990-0718-BEL,1990,0718,,Natural,Meteorological,Storm,,,Herta,Belgium,BEL,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,3,1990,2,4,,,,,,,,120000,248866,180000,373298,48.2187972884321,,,,
1990-0719-BEL,1990,0719,,Natural,Meteorological,Storm,,,Judith,Belgium,BEL,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,7,1990,2,8,,,,,,,,,,60000,124433,48.2187972884321,,,,
1990-0721-BEL,1990,0721,,Natural,Meteorological,Storm,,,Ottilie and Polly,Belgium,BEL,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,13,1990,2,15,,,,,,,,30000,62216,60000,124433,48.2187972884321,,,,
1990-0722-BEL,1990,0722,,Natural,Meteorological,Storm,,,Vivian,Belgium,BEL,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,25,1990,2,27,5,,,,,,,2e+05,414776,240000,497731,48.2187972884321,,,,
1990-0723-BEL,1990,0723,,Natural,Meteorological,Storm,,,Wiebke,Belgium,BEL,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,28,1990,3,1,1,,,,,,,60000,124433,90000,186649,48.2187972884321,,,,
1990-0389-CHE,1990,0389,,Natural,Meteorological,Storm,,,,Switzerland,CHE,Western Europe,Europe,,,,,,,,,,Kph,,,,,1990,7,29,1990,7,29,,,,,,,,77800,161348,,,48.2187972884321,,,,
1990-0721-CHE,1990,0721,,Natural,Meteorological,Storm,,,Ottilie and Polly,Switzerland,CHE,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,13,1990,2,15,3,,,,,,,,,1e+05,207388,48.2187972884321,,,,
1990-0722-CHE,1990,0722,,Natural,Meteorological,Storm,,,Vivian,Switzerland,CHE,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,25,1990,2,27,1,,,,,,,60000,124433,90000,186649,48.2187972884321,,,,
1990-0723-CHE,1990,0723,,Natural,Meteorological,Storm,,,Wiebke,Switzerland,CHE,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,27,1990,3,1,1,,,,,,,60000,124433,90000,186649,48.2187972884321,,,,
1990-0717-DEU,1990,0717,,Natural,Meteorological,Storm,,,Daria,Germany,DEU,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,1,25,1990,1,26,8,,,,,,,6e+05,1244328,1200000,2488656,48.2187972884321,,,,
1990-0718-DEU,1990,0718,,Natural,Meteorological,Storm,,,Herta,Germany,DEU,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,3,1990,2,4,7,,,,,,,3e+05,622164,6e+05,1244328,48.2187972884321,,,,
1990-0719-DEU,1990,0719,,Natural,Meteorological,Storm,,,Judith,Germany,DEU,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,7,1990,2,8,,,,,,,,30000,62216,60000,124433,48.2187972884321,,,,
1990-0721-DEU,1990,0721,,Natural,Meteorological,Storm,,,Ottilie and Polly,Germany,DEU,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,13,1990,2,15,10,,,,,,,90000,186649,180000,373298,48.2187972884321,,,,
1990-0722-DEU,1990,0722,,Natural,Meteorological,Storm,,,Vivian,Germany,DEU,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,25,1990,2,27,15,,,,,,,6e+05,1244328,1200000,2488656,48.2187972884321,,,,
1990-0723-DEU,1990,0723,,Natural,Meteorological,Storm,,,Wiebke,Germany,DEU,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,28,1990,3,1,24,,,,,,,6e+05,1244328,1200000,2488656,48.2187972884321,,,,
1991-0296-AUT,1991,0296,,Natural,Hydrological,Flood,Riverine flood,,,Austria,AUT,Western Europe,Europe,"Salzburg, Linz, Krems",Heavy rain,Rain,"Slide (land, mud, snow, rock)",,No,Yes,,,Km2,,,,Danube,1991,8,2,1991,8,6,5,,,,,,,,,82000,163149,50.2608528318391,,,,
1991-0520-AUT,1991,0520,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Austria,AUT,Western Europe,Europe,,,"Slide (land, mud, snow, rock)",,,No,No,,,Kph,,,,,1991,7,13,1991,7,14,,,,,,,,,,28000,55709,50.2608528318391,,,,
1991-0296-DFR,1991,0296,,Natural,Hydrological,Flood,Riverine flood,,,Germany Fed Rep,DFR,Western Europe,Europe,Bavière,Heavy rains and thunderstorms,Rain,,,No,No,,,Km2,,,,,1991,8,1,1991,8,5,5,,,,,,,,,56000,111419,50.2608528318391,,,,
1991-0005-DEU,1991,0005,,Natural,Meteorological,Storm,,,Undine,Germany,DEU,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1991,1,5,1991,1,6,,,,,,,,1000,1990,5000,9948,50.2608528318391,,,,
1992-0093-BEL,1992,0093,,Natural,Geophysical,Earthquake,Ground movement,,,Belgium,BEL,Western Europe,Europe,,,,,,No,No,,6,Richter,51.153 N,5.798 E,,,1992,4,13,1992,4,13,,,,,,,,,,1e+05,193113,51.7831620380495,,,,
1992-0093-DEU,1992,0093,,Natural,Geophysical,Earthquake,Ground movement,,,Germany,DEU,Western Europe,Europe,"Heinsberg, Bonn, Koln (Western)",,,,,No,No,,6,Richter,51.153Â° N,5.798Â° E,,,1992,4,13,1992,4,13,1,25,1500,,1525,,,,,50000,96556,51.7831620380495,,,,
1992-0556-DEU,1992,0556,,Natural,Hydrological,Flood,,,,Germany,DEU,Western Europe,Europe,"Wuppertal, Radevormwald",,,,,No,No,,,Km2,,,,,1992,8,28,1992,8,30,,,,,,,,,,30100,58127,51.7831620380495,,,,
1993-0065-CHE,1993,0065,,Natural,Meteorological,Storm,Convective storm,Hail,,Switzerland,CHE,Western Europe,Europe,,,Hail,,,No,No,,,Kph,,,,,1993,7,4,1993,7,5,,,,,,,,15000,28136,22000,41267,53.3116203804942,,,,
1993-0065-DEU,1993,0065,,Natural,Meteorological,Storm,Convective storm,Hail,,Germany,DEU,Western Europe,Europe,,,Hail,,,No,No,,,Kph,,,,,1993,7,5,1993,7,6,,,,,,,,25000,46894,30000,56273,53.3116203804942,,,,
1993-0211-CHE,1993,0211,,Natural,Meteorological,Storm,,,,Switzerland,CHE,Western Europe,Europe,,,Flood,,,No,No,,,Kph,,,,,1993,9,22,1993,9,25,2,,,,,,,240000,450183,420000,787821,53.3116203804942,,,,
1993-0065-AUT,1993,0065,,Natural,Meteorological,Storm,Convective storm,Hail,,Austria,AUT,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1993,7,5,1993,7,6,,,,,,,,,,1000,1876,53.3116203804942,,,,
1993-0094-BEL,1993,0094,,Natural,Hydrological,Flood,Riverine flood,,,Belgium,BEL,Western Europe,Europe,South Wallonia,,,,,,,,,Km2,,,,,1993,1,11,1993,1,11,,,600,,600,,,,,,,53.3116203804942,,,,
1993-0237-BEL,1993,0237,,Natural,Hydrological,Flood,Riverine flood,,,Belgium,BEL,Western Europe,Europe,,,,,,No,No,,,Km2,,,,,1993,12,20,1993,12,31,,,,,,,,,,17000,31888,53.3116203804942,,,,
1993-0167-CHE,1993,0167,,Natural,Meteorological,Storm,Convective storm,Hail,,Switzerland,CHE,Western Europe,Europe,Bern area,,,,,,,,,Kph,,,,,1993,5,19,1993,5,19,,,,,,,,,,1760,3301,53.3116203804942,,,,
1993-0237-DEU,1993,0237,,Natural,Hydrological,Flood,Riverine flood,,,Germany,DEU,Western Europe,Europe,"Saarland, Rheinland-Palatinate, Baden-Wuerttemberg, Bavaria states",Brief torrential rain,,,,No,No,,,Km2,,,,"Mosel, Saar, Rhine, Neckar, Aisch, Nahe",1993,12,21,1993,12,31,5,,1e+05,,1e+05,,,180000,337637,6e+05,1125458,53.3116203804942,,,,
1993-0096-DEU,1993,0096,,Natural,Meteorological,Storm,,,,Germany,DEU,Western Europe,Europe,Hamburg,,,,,,,,161,Kph,,,,,1993,1,14,1993,1,14,6,,,,,,,,,380000,712790,53.3116203804942,,,,
1994-0015-AUT,1994,0015,,Natural,Meteorological,Storm,,,Lore,Austria,AUT,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1994,1,27,1994,1,29,,,,,,,,,,2000,3656,54.7016925431883,,,,
1994-0015-CHE,1994,0015,,Natural,Meteorological,Storm,,,Lore,Switzerland,CHE,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1994,1,27,1994,1,29,,,,,,,,,,5000,9140,54.7016925431883,,,,
1994-0048-DEU,1994,0048,,Natural,Hydrological,Flood,Riverine flood,,,Germany,DEU,Western Europe,Europe,,,,,,No,No,,,Km2,,,,,1994,1,7,1994,1,12,,,,,,,,,,2e+05,365619,54.7016925431883,,,,
1994-0098-DEU,1994,0098,,Natural,Hydrological,Flood,Riverine flood,,,Germany,DEU,Western Europe,Europe,"Saxony-Anhalt, Thuringia, Baden-Wuerttemberg, Bavaria",,,,,,,,1497,Km2,,,,,1994,4,13,1994,4,13,2,,,,,,,,,193500,353737,54.7016925431883,,,,
1994-0015-DEU,1994,0015,,Natural,Meteorological,Storm,,,Lore,Germany,DEU,Western Europe,Europe,,,,,,No,No,,170,Kph,,,,,1994,1,27,1994,1,29,6,,,,,,,330000,603272,4e+05,731239,54.7016925431883,,,,
1989-9595-FRA,1989,9595,,Natural,Climatological,Drought,Drought,,,France,FRA,Western Europe,Europe,Corse,,,,,No,No,,,Km2,,,,,1989,7,,1989,8,,,,,,,,,,,1600000,3497323,45.749276186311,,,,
1989-0590-FRA,1989,0590,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,,,,,,,,,,Kph,,,,,1989,2,26,1989,2,26,9,,,,,,,,,,,45.749276186311,,,,
1990-0004-FRA,1990,0004,,Natural,Hydrological,Landslide,Avalanche,,,France,FRA,Western Europe,Europe,"Tignes, Val d'Isere",,,,,No,No,,,,,,,,1990,2,15,1990,2,17,14,,,,,,,,,,,48.2187972884321,,,,
1990-0085-FRA,1990,0085,,Natural,Meteorological,Extreme temperature,Heat wave,,,France,FRA,Western Europe,Europe,Southwestern,,,,,,,,40,°C,,,,,1990,7,24,1990,7,24,5,,,,,,,,,,,48.2187972884321,,,,
1990-0153-FRA,1990,0153,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,"Massif Central, Rhone Valley",,,,,,,,,Kph,,,,,1990,12,9,1990,12,9,,,,,,,,,,,,48.2187972884321,,,,
1990-0717-FRA,1990,0717,,Natural,Meteorological,Storm,,,Daria,France,FRA,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,1,25,1990,1,26,,,,,,,,3e+05,622164,4e+05,829552,48.2187972884321,,,,
1990-0718-FRA,1990,0718,,Natural,Meteorological,Storm,,,Herta,France,FRA,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,3,1990,2,4,23,,,,,,,7e+05,1451716,9e+05,1866492,48.2187972884321,,,,
1990-0719-FRA,1990,0719,,Natural,Meteorological,Storm,,,Judith,France,FRA,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,7,1990,2,8,,,,,,,,30000,62216,60000,124433,48.2187972884321,,,,
1990-0720-FRA,1990,0720,,Natural,Meteorological,Storm,,,Nana,France,FRA,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,11,1990,2,12,,,,,,,,30000,62216,60000,124433,48.2187972884321,,,,
1990-0721-FRA,1990,0721,,Natural,Meteorological,Storm,,,Ottilie and Polly,France,FRA,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,13,1990,2,15,,,,,,,,30000,62216,60000,124433,48.2187972884321,,,,
1990-0722-FRA,1990,0722,,Natural,Meteorological,Storm,,,Vivian,France,FRA,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,25,1990,2,27,10,,,,,,,1e+05,207388,2e+05,414776,48.2187972884321,,,,
1990-0723-FRA,1990,0723,,Natural,Meteorological,Storm,,,Wiebke,France,FRA,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,28,1990,3,1,10,,,,,,,120000,248866,230000,476992,48.2187972884321,,,,
1990-0717-LUX,1990,0717,,Natural,Meteorological,Storm,,,Daria,Luxembourg,LUX,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,1,25,1990,1,26,,,,,,,,60000,124433,90000,186649,48.2187972884321,,,,
1990-0718-LUX,1990,0718,,Natural,Meteorological,Storm,,,Herta,Luxembourg,LUX,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,3,1990,2,4,,,,,,,,60000,124433,90000,186649,48.2187972884321,,,,
1990-0719-LUX,1990,0719,,Natural,Meteorological,Storm,,,Judith,Luxembourg,LUX,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,7,1990,2,8,,,,,,,,,,5000,10369,48.2187972884321,,,,
1990-0721-LUX,1990,0721,,Natural,Meteorological,Storm,,,Ottilie and Polly,Luxembourg,LUX,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,13,1990,2,15,,,,,,,,,,5000,10369,48.2187972884321,,,,
1990-0722-LUX,1990,0722,,Natural,Meteorological,Storm,,,Vivian,Luxembourg,LUX,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,25,1990,2,27,,,,,,,,60000,124433,90000,186649,48.2187972884321,,,,
1990-0723-LUX,1990,0723,,Natural,Meteorological,Storm,,,Wiebke,Luxembourg,LUX,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,28,1990,3,1,,,,,,,,60000,124433,90000,186649,48.2187972884321,,,,
1990-0717-NLD,1990,0717,,Natural,Meteorological,Storm,,,Daria,Netherlands (the),NLD,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,1,25,1990,1,26,20,,,,,,,8e+05,1659104,1200000,2488656,48.2187972884321,,,,
1990-0718-NLD,1990,0718,,Natural,Meteorological,Storm,,,Herta,Netherlands (the),NLD,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,3,1990,2,4,,,,,,,,120000,248866,180000,373298,48.2187972884321,,,,
1990-0719-NLD,1990,0719,,Natural,Meteorological,Storm,,,Judith,Netherlands (the),NLD,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,7,1990,2,8,,,,,,,,30000,62216,70000,145172,48.2187972884321,,,,
1990-0721-NLD,1990,0721,,Natural,Meteorological,Storm,,,Ottilie and Polly,Netherlands (the),NLD,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,13,1990,2,15,,,,,,,,30000,62216,60000,124433,48.2187972884321,,,,
1990-0722-NLD,1990,0722,,Natural,Meteorological,Storm,,,Vivian,Netherlands (the),NLD,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,25,1990,2,27,,,,,,,,1e+05,207388,180000,373298,48.2187972884321,,,,
1990-0723-NLD,1990,0723,,Natural,Meteorological,Storm,,,Wiebke,Netherlands (the),NLD,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1990,2,28,1990,3,1,,,,,,,,30000,62216,60000,124433,48.2187972884321,,,,
1991-9316-FRA,1991,9316,,Natural,Climatological,Drought,Drought,,,France,FRA,Western Europe,Europe,"Limousin, Poitou-Charente, Aquitaine, Midi Pyrenees, Normandie",,Wildfire,,,,,,,Km2,,,,,1991,7,,1991,,,,,,,,,,,,,,50.2608528318391,,,,
1991-0020-FRA,1991,0020,,Natural,Meteorological,Extreme temperature,Cold wave,,,France,FRA,Western Europe,Europe,,,,,,,,,,°C,,,,,1991,2,,1991,2,,20,,,,,,,,,,,50.2608528318391,,,,
1991-0497-FRA,1991,0497,,Natural,Meteorological,Extreme temperature,Cold wave,,,France,FRA,Western Europe,Europe,"Champagne, Cognac, Provence, Touraine, Bordeaux",,,,,No,No,,,°C,,,,,1991,4,20,1991,4,21,,,,,,,,,,772000,1535987,50.2608528318391,,,,
1992-0251-FRA,1992,0251,,Natural,Meteorological,Storm,Convective storm,Severe storm,,France,FRA,Western Europe,Europe,"Vaucluse, Drome, Ardeche",Brief torrential rains,,,,No,No,,,Kph,,,,,1992,9,22,1992,9,22,47,,2000,,2000,,,178300,344320,4e+05,772452,51.7831620380495,,,,
1992-0371-FRA,1992,0371,,Natural,Hydrological,Flood,Riverine flood,,,France,FRA,Western Europe,Europe,"Aude, Pyrennes-Orientales",Heavy rain,,,,No,No,,,Km2,,,,,1992,9,27,1992,9,27,3,,,,,,,,,,,51.7831620380495,,,,
1992-0359-FRA,1992,0359,,Natural,Biological,Epidemic,Bacterial disease,,Listeria,France,FRA,Western Europe,Europe,,,,,,,,,,Vaccinated,,,,,1992,4,,1992,4,,20,,,,,,,,,,,51.7831620380495,,,,
1992-0171-FRA,1992,0171,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,South,,,,,,,,,Kph,,,,,1992,1,22,1992,1,22,1,,,,,,,74200,143290,,,51.7831620380495,,,,
1992-0093-NLD,1992,0093,,Natural,Geophysical,Earthquake,Ground movement,,,Netherlands (the),NLD,Western Europe,Europe,Roermond,,,,,No,No,,6,Richter,51.153 N,5.798 E,,,1992,4,13,1992,4,13,,20,,,20,,,,,,,51.7831620380495,,,,
1992-0555-NLD,1992,0555,,Natural,Hydrological,Flood,Riverine flood,,,Netherlands (the),NLD,Western Europe,Europe,Groningen,,,,,No,No,,,Km2,,,,,1992,8,12,1992,8,12,,,,,,,,8300,16028,27600,53299,51.7831620380495,,,,
1993-0065-FRA,1993,0065,,Natural,Meteorological,Storm,Convective storm,Hail,,France,FRA,Western Europe,Europe,South West - Saonne et Loire,,Hail,,,No,No,,,Kph,,,,,1993,7,5,1993,7,6,2,18,1500,,1518,,,40000,75031,50000,93788,53.3116203804942,,,,
1993-0211-FRA,1993,0211,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,"Alps, Vaucluse, Drome",,Flood,,,No,No,,,Kph,,,,,1993,9,22,1993,9,25,10,2,200,,202,,,340000,637760,5e+05,937882,53.3116203804942,,,,
1993-0237-FRA,1993,0237,,Natural,Hydrological,Flood,Riverine flood,,,France,FRA,Western Europe,Europe,,,,,,No,No,,,Km2,,,,,1993,12,20,1993,12,31,4,,,,,,,350000,656517,6e+05,1125458,53.3116203804942,,,,
1993-0237-LUX,1993,0237,,Natural,Hydrological,Flood,Riverine flood,,,Luxembourg,LUX,Western Europe,Europe,,,,,,No,No,,,Km2,,,,,1993,12,20,1993,12,31,,,,,,,,,,10000,18758,53.3116203804942,,,,
1993-0236-NLD,1993,0236,,Natural,Hydrological,Flood,Flash flood,,,Netherlands (the),NLD,Western Europe,Europe,Limburg and Gelderland Provinces,Brief torrential rain,,,,No,No,,460,Km2,,,,Muese,1993,12,21,1993,12,31,1,,13000,,13000,,,,,53000,99415,53.3116203804942,,,,
1994-0048-FRA,1994,0048,,Natural,Hydrological,Flood,Riverine flood,,,France,FRA,Western Europe,Europe,Camargue,,,,,No,No,,70,Km2,,,,,1994,1,7,1994,1,12,10,,210,,210,,,,,5000,9140,54.7016925431883,,,,
1994-0015-NLD,1994,0015,,Natural,Meteorological,Storm,,,Lore,Netherlands (the),NLD,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1994,1,27,1994,1,29,,,,,,,,,,2000,3656,54.7016925431883,,,,
1994-0172-BEL,1994,0172,,Natural,Hydrological,Flood,Flash flood,,,Belgium,BEL,Western Europe,Europe,Jodoigne,,,,,,,,,Km2,,,,,1994,8,,1994,8,,,,135,,135,,,,,,,54.7016925431883,,,,
1995-0127-AUT,1995,0127,,Natural,Hydrological,Flood,,,,Austria,AUT,Western Europe,Europe,SalzbourgpProvince,,,,,,,,,Km2,,,,,1995,6,27,1995,6,27,2,,,,,,,,,200,356,56.2363000218675,,,,
1995-0020-BEL,1995,0020,,Natural,Meteorological,Storm,,,"Thalia, Urania, Valeska, Wilma",Belgium,BEL,Western Europe,Europe,"Dinant, Liege regions",,,,,No,No,,,Kph,,,,,1995,1,21,1995,2,2,6,,800,,800,,,60000,106693,1e+05,177821,56.2363000218675,,,,
1996-0148-AUT,1996,0148,,Natural,Hydrological,Flood,Flash flood,,,Austria,AUT,Western Europe,Europe,,,,,,No,No,,,Km2,,,,,1996,6,19,1996,6,23,,,,,,,,,,5000,8638,57.8847058823529,,,,
1997-0154-AUT,1997,0154,,Natural,Hydrological,Flood,Riverine flood,,,Austria,AUT,Western Europe,Europe,,,,,,No,No,,,Km2,,,,,1997,7,8,1997,7,22,3,,,,,,,,,175000,295419,59.2378657336541,,,,
1997-0352-CHE,1997,0352,,Natural,Hydrological,Flood,,,,Switzerland,CHE,Western Europe,Europe,"Sachseln, Obwald",,,,,,,,,Km2,,,,,1997,8,17,1997,8,17,,,,,,,,34200,57733,68500,115635,59.2378657336541,,,,
1998-0110-AUT,1998,0110,,Natural,Geophysical,Earthquake,Ground movement,,,Austria,AUT,Western Europe,Europe,Arnoldstein,,,,,,,,6,Richter,46.245,13.652,12:55,,1998,4,12,1998,4,12,,,,,,,,,,,,60.1574108900066,,,,
1998-0292-BEL,1998,0292,,Natural,Hydrological,Flood,Riverine flood,,,Belgium,BEL,Western Europe,Europe,Diest,,,,,No,No,,,Km2,,,,,1998,9,12,1998,9,14,1,,140,,140,,,1000,1662,10000,16623,60.1574108900066,,,,
1994-0786-DEU,1994,0786,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Germany,DEU,Western Europe,Europe,"Rhenanie North Westphalie, Münsterland, Hesse, Cologne, Nuremberg, Leipzig",,Hail,,,No,No,,,Kph,,,,,1994,7,3,1994,7,5,5,,,,,,,322600,589744,645200,1179488,54.7016925431883,,,,
1994-0145-FRA,1994,0145,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,Nice,,,,,,,,,Km2,,,,,1994,6,27,1994,6,27,,,200,,200,,,,,,,54.7016925431883,,,,
1994-0556-FRA,1994,0556,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Lozere, Guard, Herault",,,,,,,,,Km2,,,,,1994,11,5,1994,11,5,3,,,,,,,,,95000,173669,54.7016925431883,,,,
1995-0008-DEU,1995,0008,,Natural,Meteorological,Storm,,,"Thaila, Urania, Valeska, Wilma",Germany,DEU,Western Europe,Europe,,,Flood,,,No,No,,,Kph,,,,,1995,1,21,1995,2,2,5,,30000,,30000,,,130000,231167,320000,569027,56.2363000218675,,,,
1995-0007-FRA,1995,0007,,Natural,Meteorological,Storm,,,"Thaila, Urania, Valeska, Wilma",France,FRA,Western Europe,Europe,"Basse-Normandie, Champagne-Ardennes, Bretagne, Pays de Loire, Ile-de-France","Heavy rains, melting snow",Flood,,,No,No,,,Kph,,,,Villaine,1995,1,21,1995,2,2,16,,5000,,5000,,,570000,1013580,7e+05,1244748,56.2363000218675,,,,
1995-0008-LUX,1995,0008,,Natural,Meteorological,Storm,,,"Thaila, Urania, Valeska, Wilma",Luxembourg,LUX,Western Europe,Europe,,,Flood,,,No,No,,,Kph,,,,,1995,1,21,1995,2,2,,,,,,,,,,10000,17782,56.2363000218675,,,,
